s,S,F,R,RT,congruent,OverallAcc
41,s2,S,r2,0.445,1,1
41,s2,S,r2,0.341,1,1
41,s2,S,r2,0.322,1,1
41,s2,S,r2,0.303,0,1
41,s1,S,r2,0.302,0,0
41,s1,S,r1,0.541,0,1
41,s2,S,r2,0.4,1,1
41,s1,S,r1,0.426,1,1
41,s1,S,r1,0.467,1,1
41,s2,S,r2,0.458,1,1
41,s1,S,r1,0.354,1,1
41,s1,S,r2,0.318,1,0
41,s1,S,r1,0.508,1,1
41,s1,S,r1,0.626,0,1
41,s1,S,r1,0.339,1,1
41,s2,S,r1,0.303,1,0
41,s2,S,r2,0.35,1,1
41,s1,S,r1,0.41,1,1
41,s1,S,r1,0.819,1,1
41,s1,S,r1,0.395,1,1
41,s1,S,r1,0.309,1,1
41,s1,S,r1,0.307,1,1
41,s1,S,r1,0.45,1,1
41,s1,S,r1,0.346,1,1
41,s1,S,r1,0.454,1,1
41,s2,S,r2,0.334,0,1
41,s1,S,r1,0.315,1,1
41,s1,S,r1,0.425,1,1
41,s2,S,r2,0.498,1,1
41,s1,S,r1,0.36,1,1
41,s2,S,r2,0.532,1,1
41,s1,S,r1,0.456,0,1
41,s1,S,r1,0.399,1,1
41,s1,S,r1,0.345,1,1
41,s2,S,r2,0.406,1,1
41,s1,S,r1,0.384,1,1
41,s1,S,r1,0.539,1,1
41,s1,S,r1,0.511,0,1
41,s1,S,r1,0.436,1,1
41,s2,S,r2,0.477,1,1
41,s1,S,r1,0.484,1,1
41,s2,S,r2,0.426,0,1
41,s1,S,r1,0.323,1,1
41,s1,S,r1,0.433,1,1
41,s2,S,r2,0.41,1,1
41,s2,S,r2,0.467,1,1
41,s1,S,r1,0.363,1,1
41,s1,S,r2,0.374,0,0
41,s2,S,r2,0.338,1,1
41,s1,S,r1,0.383,1,1
41,s2,S,r2,0.378,1,1
41,s1,S,r1,0.469,0,1
41,s2,S,r2,0.396,1,1
41,s2,S,r2,0.438,1,1
41,s2,S,r2,0.367,0,1
41,s1,S,r1,0.395,1,1
41,s1,S,r1,0.565,1,1
41,s2,S,r2,0.456,1,1
41,s1,S,r1,0.464,1,1
41,s2,S,r2,0.375,0,1
41,s1,S,r1,0.61,0,1
41,s1,S,r2,0.292,0,0
41,s2,S,r2,0.339,1,1
41,s2,S,r2,0.336,1,1
41,s2,S,r2,0.333,1,1
41,s1,S,r1,0.362,1,1
41,s2,S,r2,0.31,1,1
41,s2,S,r2,0.356,1,1
41,s1,S,r1,0.384,1,1
41,s1,S,r1,0.395,1,1
41,s2,S,r2,0.389,1,1
41,s2,S,r2,0.304,1,1
41,s2,S,r2,0.319,1,1
41,s2,S,r1,0.316,1,0
41,s1,S,r1,0.426,1,1
41,s1,S,r1,0.759,0,1
41,s2,S,r2,0.385,1,1
41,s2,S,r2,0.364,1,1
41,s2,S,r2,0.279,1,1
41,s1,S,r1,0.31,1,1
41,s1,S,r1,0.404,1,1
41,s2,S,r1,0.318,1,0
41,s2,S,r2,0.3,1,1
41,s1,S,r1,0.299,1,1
41,s1,S,r1,0.329,1,1
41,s1,S,r1,0.278,1,1
41,s1,S,r1,0.262,1,1
41,s1,S,r1,0.102,1,1
41,s1,S,r1,0.125,0,1
41,s2,S,r1,0.163,1,0
41,s1,S,r1,0.264,1,1
41,s2,S,r1,0.344,0,0
41,s1,S,r1,0.356,0,1
41,s2,S,r1,0.32,0,0
41,s2,S,r2,0.382,1,1
41,s2,S,r2,0.313,0,1
41,s2,S,r2,0.247,1,1
41,s2,S,r2,0.296,0,1
41,s1,S,r1,0.39,1,1
41,s2,S,r2,0.32,1,1
41,s2,S,r2,0.238,0,1
41,s1,S,r2,0.144,1,0
41,s2,S,r2,0.421,1,1
41,s2,S,r1,0.334,1,0
41,s1,S,r1,0.475,1,1
41,s1,S,r1,0.386,0,1
41,s1,S,r1,0.461,1,1
41,s2,S,r1,0.261,0,0
41,s2,S,r2,0.276,1,1
41,s2,S,r2,0.308,1,1
41,s1,S,r2,0.114,1,0
41,s2,S,r1,0.265,1,0
41,s2,S,r2,0.553,1,1
41,s2,S,r2,0.3,1,1
41,s1,S,r1,0.667,1,1
41,s1,S,r1,0.345,1,1
41,s1,S,r2,0.326,0,0
41,s1,S,r1,0.388,1,1
41,s2,S,r1,0.382,1,0
41,s2,S,r2,0.313,1,1
41,s2,S,r2,0.103,0,1
41,s2,S,r2,0.366,1,1
41,s1,S,r1,0.378,1,1
41,s1,S,r1,0.565,1,1
41,s2,S,r2,0.519,0,1
41,s2,S,r2,0.38,1,1
41,s1,S,r1,0.359,1,1
41,s1,S,r1,0.419,1,1
41,s2,S,r1,0.221,1,0
41,s2,S,r2,0.303,1,1
41,s1,S,r2,0.093,1,0
41,s1,S,r1,0.42,1,1
41,s2,S,r2,0.382,0,1
41,s2,S,r2,0.361,1,1
41,s2,S,r2,0.308,1,1
41,s1,S,r1,0.386,0,1
41,s1,S,r1,0.397,1,1
41,s1,S,r1,0.567,1,1
41,s2,S,r2,0.442,1,1
41,s1,S,r1,0.403,0,1
41,s2,S,r2,0.493,1,1
41,s1,S,r2,0.323,0,0
41,s2,S,r2,0.465,0,1
41,s2,S,r2,0.392,1,1
41,s2,S,r2,0.546,0,1
41,s1,S,r1,0.422,1,1
41,s1,S,r1,0.527,1,1
41,s1,S,r1,0.339,1,1
41,s1,S,r1,0.336,1,1
41,s1,S,r1,0.302,1,1
41,s2,S,r2,0.428,1,1
41,s1,S,r1,0.661,0,1
41,s2,S,r2,0.387,1,1
41,s2,S,r2,0.318,1,1
41,s2,S,r2,0.284,1,1
41,s1,S,r1,0.411,1,1
41,s2,S,r2,0.229,0,1
41,s1,S,r1,0.39,1,1
41,s2,S,r2,0.289,0,1
41,s1,S,r1,0.544,1,1
41,s2,S,r2,0.34,1,1
41,s2,S,r2,0.289,0,1
41,s2,S,r2,0.336,1,1
41,s1,S,r2,0.029,1,0
41,s1,S,r1,0.295,1,1
41,s2,S,r2,0.374,1,1
41,s2,S,r2,0.322,1,1
41,s1,S,r2,0.303,1,0
41,s1,S,r1,0.35,1,1
41,s1,S,r1,0.362,1,1
41,s1,S,r1,0.342,1,1
41,s2,S,r2,0.435,0,1
41,s1,S,r1,0.412,1,1
41,s2,S,r2,0.309,1,1
41,s1,S,r1,0.467,0,1
42,s2,S,r2,0.535,1,1
42,s1,S,r2,0.299,1,0
42,s1,S,r1,0.33,1,1
42,s1,S,r1,0.311,1,1
42,s2,S,r2,0.357,1,1
42,s2,S,r2,0.288,1,1
42,s2,S,r2,0.303,1,1
42,s2,S,r2,0.27,1,1
42,s1,S,r1,0.35,1,1
42,s2,S,r2,0.346,1,1
42,s2,S,r2,0.294,1,1
42,s1,S,r1,0.389,1,1
42,s2,S,r2,0.415,0,1
42,s1,S,r1,0.312,1,1
42,s2,S,r2,0.422,1,1
42,s2,S,r2,0.351,1,1
42,s1,S,r1,0.347,1,1
42,s2,S,r2,0.408,1,1
42,s2,S,r2,0.337,1,1
42,s2,S,r2,0.302,1,1
42,s2,S,r1,0.413,0,0
42,s1,S,r1,0.342,1,1
42,s2,S,r2,0.29,1,1
42,s1,S,r2,0.272,1,0
42,s2,S,r2,0.288,1,1
42,s2,S,r1,0.415,0,0
42,s2,S,r2,0.361,1,1
42,s1,S,r1,0.308,1,1
42,s1,S,r1,0.306,1,1
42,s2,S,r1,0.353,0,0
42,s2,S,r2,0.525,0,1
42,s2,S,r2,0.322,1,1
42,s1,S,r2,0.272,0,0
42,s2,S,r2,0.4,1,1
42,s2,S,r2,0.33,1,1
42,s1,S,r1,0.391,1,1
42,s2,S,r2,0.29,1,1
42,s2,S,r2,0.257,0,1
42,s1,S,r1,0.402,1,1
42,s1,S,r2,0.284,1,0
42,s2,S,r2,0.412,0,1
42,s1,S,r1,0.373,1,1
42,s1,S,r1,0.321,1,1
42,s2,S,r2,0.318,1,1
42,s1,S,r1,0.332,1,1
42,s2,S,r2,0.361,1,1
42,s2,S,r2,0.261,1,1
42,s1,S,r1,0.421,1,1
42,s2,S,r2,0.43,0,1
42,s1,S,r1,0.327,1,1
42,s2,S,r2,0.308,1,1
42,s2,S,r2,0.339,0,1
42,s2,S,r2,0.32,1,1
42,s2,S,r1,0.398,0,0
42,s2,S,r2,0.312,1,1
42,s2,S,r2,0.326,0,1
42,s1,S,r1,0.579,1,1
42,s1,S,r1,0.342,1,1
42,s1,S,r1,0.355,1,1
42,s1,S,r1,0.335,1,1
42,s1,S,r1,0.332,1,1
42,s2,S,r2,0.488,1,1
42,s2,S,r2,0.239,1,1
42,s1,S,r1,0.432,1,1
42,s2,S,r2,0.329,1,1
42,s1,S,r1,0.422,0,1
42,s1,S,r2,0.335,1,0
42,s1,S,r1,0.461,0,1
42,s1,S,r1,0.372,1,1
42,s1,S,r2,0.287,1,0
42,s2,S,r2,0.255,1,1
42,s2,S,r2,0.287,1,1
42,s1,S,r2,0.319,0,0
42,s1,S,r1,0.396,1,1
42,s1,S,r1,0.343,0,1
42,s1,S,r1,0.34,0,1
42,s2,S,r2,0.385,1,1
42,s2,S,r2,0.3,1,1
42,s1,S,r1,0.378,1,1
42,s2,S,r2,0.389,1,1
42,s1,S,r1,0.352,1,1
42,s2,S,r2,0.364,0,1
42,s1,S,r2,0.312,0,0
42,s1,S,r2,0.294,0,0
42,s1,S,r1,0.34,1,1
42,s2,S,r2,0.337,1,1
42,s1,S,r2,0.287,1,0
42,s2,S,r2,0.318,1,1
42,s1,S,r1,0.364,1,1
42,s1,S,r1,0.471,1,1
42,s2,S,r1,0.318,1,0
42,s2,S,r2,0.316,1,1
42,s1,S,r1,0.458,1,1
42,s1,S,r1,0.482,1,1
42,s1,S,r1,0.377,1,1
42,s1,S,r1,0.34,1,1
42,s1,S,r2,0.401,0,0
42,s1,S,r1,0.476,1,1
42,s1,S,r1,0.354,1,1
42,s2,S,r1,0.35,1,0
42,s1,S,r1,0.882,1,1
42,s2,S,r2,0.455,0,1
42,s1,S,r1,0.319,1,1
42,s2,S,r2,0.317,1,1
42,s2,S,r2,0.299,1,1
42,s1,S,r2,0.282,0,0
42,s2,S,r2,0.313,1,1
42,s1,S,r1,0.359,1,1
42,s1,S,r1,0.37,1,1
42,s1,S,r1,0.318,1,1
42,s2,S,r2,0.524,0,1
42,s1,S,r1,0.384,1,1
42,s1,S,r2,0.427,0,0
42,s2,S,r2,0.276,1,1
42,s2,S,r2,0.307,0,1
42,s1,S,r1,0.337,1,1
42,s2,S,r2,0.398,0,1
42,s2,S,r2,0.472,0,1
42,s1,S,r1,0.623,0,1
42,s2,S,r2,0.352,1,1
42,s2,S,r2,0.428,0,1
42,s2,S,r2,0.421,0,1
42,s2,S,r2,0.319,1,1
42,s2,S,r2,0.3,1,1
42,s1,S,r1,0.459,1,1
42,s2,S,r2,0.402,0,1
42,s2,S,r2,0.332,1,1
42,s1,S,r1,0.361,1,1
42,s1,S,r1,0.341,1,1
42,s1,S,r1,0.321,1,1
42,s1,S,r1,0.431,1,1
42,s2,S,r2,0.36,1,1
42,s1,S,r1,0.323,1,1
42,s2,S,r2,0.369,1,1
42,s2,S,r2,0.413,1,1
42,s2,S,r2,0.39,1,1
42,s2,S,r2,0.417,0,1
42,s2,S,r2,0.347,1,1
42,s1,S,r1,0.519,0,1
42,s1,S,r1,0.428,1,1
42,s1,S,r2,0.309,1,0
42,s1,S,r1,0.483,0,1
42,s1,S,r2,0.346,0,0
42,s1,S,r1,0.374,1,1
42,s2,S,r2,0.37,1,1
42,s2,S,r2,0.349,1,1
42,s1,S,r2,0.362,0,0
42,s2,S,r2,0.389,1,1
42,s2,S,r2,0.544,0,1
42,s2,S,r2,0.404,1,1
42,s1,S,r1,0.366,1,1
42,s1,S,r1,0.314,1,1
42,s1,S,r1,0.264,1,1
42,s2,S,r1,0.296,0,0
42,s2,S,r2,0.47,0,1
42,s2,S,r2,0.333,1,1
42,s1,S,r2,0.33,1,0
42,s2,S,r2,0.343,1,1
42,s1,S,r1,0.388,1,1
42,s1,S,r1,0.335,1,1
42,s1,S,r1,0.332,1,1
42,s2,S,r2,0.425,0,1
42,s2,S,r2,0.402,1,1
42,s2,S,r2,0.349,1,1
42,s1,S,r2,0.313,1,0
42,s1,S,r2,0.311,0,0
42,s1,S,r1,0.308,1,1
42,s1,S,r1,0.322,0,1
42,s1,S,r1,0.352,1,1
42,s1,S,r1,0.316,1,1
42,s1,S,r1,0.282,1,1
42,s2,S,r2,0.505,1,1
42,s2,S,r2,0.495,0,1
42,s1,S,r2,0.293,0,0
42,s2,S,r2,0.467,1,1
42,s1,S,r1,0.331,0,1
42,s2,S,r2,0.504,0,1
42,s2,S,r2,0.302,0,1
42,s1,S,r1,0.38,1,1
42,s2,S,r2,0.375,1,1
42,s2,S,r2,0.275,1,1
42,s2,S,r2,0.355,0,1
42,s2,S,r2,0.367,1,1
42,s1,S,r1,0.395,1,1
42,s2,S,r2,0.277,1,1
42,s2,S,r2,0.356,1,1
42,s1,S,r1,0.352,1,1
42,s1,S,r1,0.349,1,1
42,s1,S,r2,0.297,1,0
42,s1,S,r1,0.424,1,1
42,s2,S,r2,0.449,0,1
42,s2,S,r2,0.329,1,1
42,s1,S,r1,0.374,1,1
42,s1,S,r1,0.322,1,1
42,s1,S,r1,0.32,1,1
42,s1,S,r1,0.269,0,1
42,s1,S,r2,0.349,0,0
42,s2,S,r2,0.346,1,1
42,s1,S,r1,0.422,0,1
42,s2,S,r2,0.304,1,1
42,s1,S,r1,0.418,1,1
42,s2,S,r2,0.396,1,1
42,s1,S,r2,0.278,1,0
42,s2,S,r2,0.469,0,1
42,s1,S,r1,0.3,1,1
42,s1,S,r2,0.315,0,0
42,s1,S,r1,0.361,1,1
42,s1,S,r1,0.372,1,1
42,s1,S,r1,0.367,1,1
42,s1,S,r1,0.347,1,1
42,s1,S,r1,0.311,1,1
42,s2,S,r1,0.309,1,0
42,s1,S,r2,0.355,0,0
42,s2,S,r1,0.335,0,0
42,s2,S,r2,0.428,0,1
42,s1,S,r1,0.357,1,1
42,s1,S,r1,0.321,1,1
42,s2,S,r1,0.479,1,0
42,s2,S,r2,0.373,0,1
42,s1,S,r1,0.368,1,1
42,s1,S,r2,0.364,0,0
42,s2,S,r2,0.279,1,1
42,s2,S,r1,0.326,0,0
42,s2,S,r2,0.324,1,1
42,s2,S,r2,0.305,1,1
42,s2,S,r2,0.223,1,1
42,s2,S,r2,0.273,1,1
42,s1,S,r1,0.513,0,1
42,s1,S,r1,0.358,1,1
42,s2,S,r2,0.498,1,1
42,s1,S,r1,0.408,1,1
42,s2,S,r2,0.338,1,1
42,s1,S,r1,0.415,0,1
42,s1,S,r1,0.552,0,1
42,s1,S,r1,0.332,1,1
42,s2,S,r2,0.329,1,1
42,s2,S,r2,0.326,1,1
42,s2,S,r2,0.307,1,1
42,s2,S,r2,0.306,1,1
42,s2,S,r2,0.384,1,1
42,s1,S,r1,0.331,1,1
42,s1,S,r1,0.488,1,1
42,s1,S,r1,0.239,1,1
42,s1,S,r1,0.336,1,1
42,s1,S,r1,0.317,1,1
42,s2,S,r1,0.299,1,0
42,s1,S,r1,0.314,1,1
42,s2,S,r2,0.567,1,1
42,s2,S,r2,0.394,1,1
42,s1,S,r1,0.421,1,1
42,s1,S,r1,0.414,1,1
42,s1,S,r1,0.343,0,1
42,s1,S,r1,0.308,1,1
42,s1,S,r1,0.354,1,1
42,s1,S,r1,0.287,1,1
42,s2,S,r2,0.414,1,1
42,s1,S,r1,0.359,0,1
42,s1,S,r1,0.34,1,1
42,s2,S,r2,0.401,1,1
42,s1,S,r1,0.619,1,1
42,s1,S,r1,0.444,0,1
42,s1,S,r1,0.276,1,1
42,s1,S,r1,0.612,0,1
42,s1,S,r1,0.292,1,1
42,s1,S,r1,0.276,1,1
42,s1,S,r1,0.356,1,1
42,s2,S,r1,0.303,0,0
42,s2,S,r2,0.382,1,1
42,s2,S,r2,0.472,0,1
42,s2,S,r2,0.289,1,1
42,s2,S,r2,0.303,1,1
42,s2,S,r2,0.302,1,1
42,s1,S,r1,0.508,1,1
42,s1,S,r1,0.45,0,1
42,s2,S,r2,0.378,1,1
42,s1,S,r1,0.405,0,1
42,s2,S,r2,0.351,1,1
42,s2,S,r2,0.347,1,1
42,s1,S,r1,0.36,1,1
42,s1,S,r1,0.323,1,1
42,s2,S,r2,0.497,0,1
42,s1,S,r1,0.391,1,1
42,s1,S,r1,0.482,0,1
42,s1,S,r1,0.344,1,1
42,s2,S,r1,0.309,1,0
42,s1,S,r1,0.355,1,1
42,s2,S,r1,0.32,0,0
42,s1,S,r1,0.413,0,1
42,s1,S,r1,0.455,0,1
42,s1,S,r1,0.319,1,1
42,s2,S,r2,0.381,1,1
42,s2,S,r2,0.504,0,1
42,s2,S,r2,0.317,1,1
42,s2,S,r1,0.363,0,0
42,s1,S,r1,0.391,0,1
42,s2,S,r1,0.21,1,0
42,s2,S,r1,0.18,1,0
42,s2,S,r2,0.311,1,1
42,s2,S,r2,0.293,0,1
42,s1,S,r2,0.292,0,0
42,s2,S,r2,0.428,1,1
42,s1,S,r1,0.372,1,1
42,s1,S,r2,0.304,1,0
42,s1,S,r1,0.334,1,1
42,s1,S,r2,0.331,0,0
42,s1,S,r1,0.312,1,1
42,s2,S,r2,0.309,1,1
42,s2,S,r1,0.355,0,0
42,s2,S,r2,0.687,1,1
42,s1,S,r1,0.285,1,1
42,s2,S,r1,0.172,1,0
42,s2,S,r2,0.352,1,1
42,s1,S,r1,0.348,0,1
42,s2,S,r2,0.296,0,1
42,s1,S,r1,0.311,1,1
42,s2,S,r2,0.309,0,1
42,s2,S,r2,0.37,1,1
42,s1,S,r1,0.302,1,1
42,s2,S,r1,0.365,0,0
42,s1,S,r1,0.376,1,1
42,s1,S,r1,0.387,1,1
42,s1,S,r1,0.398,1,1
42,s1,S,r1,0.28,1,1
42,s1,S,r1,0.311,1,1
42,s1,S,r1,0.309,1,1
42,s2,S,r2,0.339,1,1
42,s1,S,r1,0.384,1,1
42,s2,S,r2,0.331,1,1
42,s1,S,r1,0.408,1,1
42,s1,S,r1,0.354,1,1
42,s2,S,r2,0.303,1,1
42,s1,S,r1,0.317,1,1
42,s1,S,r1,0.267,1,1
42,s2,S,r2,0.379,1,1
42,s2,S,r2,0.534,1,1
42,s2,S,r1,0.378,0,0
42,s1,S,r2,0.293,0,0
42,s2,S,r2,0.308,1,1
42,s1,S,r1,0.306,1,1
42,s2,S,r2,0.353,1,1
42,s1,S,r1,0.365,1,1
42,s1,S,r1,0.329,1,1
42,s1,S,r2,0.277,0,0
42,s1,S,r1,0.357,1,1
42,s2,S,r2,0.576,1,1
42,s1,S,r1,0.403,0,1
42,s1,S,r1,0.333,1,1
42,s1,S,r1,0.362,1,1
42,s2,S,r2,0.502,1,1
42,s1,S,r1,0.363,1,1
42,s2,S,r2,0.343,1,1
42,s1,S,r1,0.355,1,1
42,s2,S,r2,0.336,1,1
42,s1,S,r1,0.269,1,1
42,s2,S,r2,0.333,1,1
42,s1,S,r1,0.282,1,1
42,s2,S,r2,0.313,1,1
42,s1,S,r1,0.327,1,1
42,s2,S,r2,0.292,1,1
42,s2,S,r1,0.355,0,0
42,s2,S,r2,0.591,0,1
42,s2,S,r2,0.353,0,1
42,s2,S,r2,0.301,1,1
42,s1,S,r1,0.428,0,1
42,s2,S,r1,0.341,0,0
42,s1,S,r1,0.37,1,1
42,s1,S,r1,0.317,1,1
42,s2,S,r2,0.347,1,1
42,s2,S,r2,0.232,1,1
42,s2,S,r2,0.377,0,1
42,s1,S,r1,0.372,1,1
42,s1,S,r2,0.32,1,0
42,s2,S,r2,0.349,1,1
42,s1,S,r2,0.33,1,0
42,s1,S,r1,0.503,1,1
42,s2,S,r2,0.397,1,1
42,s1,S,r1,0.391,0,1
42,s1,S,r1,0.578,0,1
42,s1,S,r1,0.34,0,1
42,s2,S,r2,0.369,1,1
42,s1,S,r1,0.381,1,1
42,s1,S,r1,0.327,1,1
42,s2,S,r2,0.388,1,1
42,s1,S,r1,0.43,0,1
42,s1,S,r1,0.375,1,1
42,s1,S,r1,0.307,1,1
42,s1,S,r1,0.289,1,1
42,s1,S,r1,0.305,1,1
42,s2,S,r1,0.239,1,0
42,s1,S,r2,0.289,0,0
42,s1,S,r1,0.336,0,1
42,s1,S,r1,0.317,1,1
42,s2,S,r1,0.267,1,0
42,s1,S,r1,0.363,1,1
42,s1,S,r1,0.358,0,1
42,s2,S,r1,0.323,0,0
42,s2,S,r2,0.353,1,1
42,s2,S,r2,0.365,0,1
42,s1,S,r1,0.361,1,1
42,s2,S,r2,0.388,1,1
42,s1,S,r1,0.462,1,1
42,s1,S,r2,0.278,1,0
42,s1,S,r2,0.341,0,0
42,s1,S,r1,0.353,1,1
42,s2,S,r2,0.349,1,1
42,s1,S,r1,0.362,1,1
42,s1,S,r1,0.357,1,1
42,s1,S,r1,0.305,1,1
42,s2,S,r1,0.303,0,0
42,s1,S,r1,0.333,0,1
42,s2,S,r2,0.363,1,1
42,s1,S,r1,0.374,1,1
42,s2,S,r2,0.433,1,1
42,s1,S,r1,0.314,1,1
42,s2,S,r2,0.312,1,1
42,s1,S,r1,0.437,0,1
42,s1,S,r1,0.366,1,1
42,s2,S,r2,0.394,1,1
42,s2,S,r2,0.388,1,1
42,s2,S,r2,0.319,1,1
42,s1,S,r1,0.349,1,1
42,s1,S,r1,0.425,0,1
42,s2,S,r2,0.29,1,1
42,s2,S,r1,0.305,0,0
42,s2,S,r2,0.272,1,1
42,s1,S,r1,0.304,0,1
42,s2,S,r2,0.302,1,1
42,s2,S,r2,0.333,1,1
42,s1,S,r1,0.362,1,1
42,s1,S,r2,0.325,0,0
42,s1,S,r1,0.371,1,1
42,s2,S,r1,0.303,0,0
42,s2,S,r2,0.317,1,1
42,s2,S,r2,0.331,0,1
42,s2,S,r2,0.327,0,1
42,s2,S,r2,0.308,0,1
42,s2,S,r2,0.291,0,1
42,s1,S,r1,0.29,1,1
42,s1,S,r1,0.369,0,1
42,s1,S,r1,0.381,1,1
42,s1,S,r1,0.296,1,1
42,s2,S,r1,0.374,0,0
42,s2,S,r2,0.338,1,1
42,s2,S,r2,0.319,1,1
42,s2,S,r2,0.413,0,1
42,s2,S,r2,0.438,0,1
42,s1,S,r1,0.399,1,1
42,s2,S,r2,0.329,1,1
42,s1,S,r1,0.39,1,1
42,s2,S,r2,0.305,1,1
42,s2,S,r1,0.32,0,0
42,s1,S,r1,0.51,1,1
42,s1,S,r1,0.355,1,1
42,s1,S,r1,0.32,1,1
42,s2,S,r1,0.35,0,0
42,s2,S,r2,0.346,0,1
42,s2,S,r2,0.358,1,1
42,s1,S,r2,0.259,1,0
42,s1,S,r1,0.371,1,1
42,s1,S,r1,0.367,1,1
42,s1,S,r1,0.331,0,1
42,s1,S,r1,0.312,1,1
42,s1,S,r1,0.437,1,1
42,s2,S,r2,0.878,1,1
42,s1,S,r1,0.34,1,1
42,s1,S,r1,0.369,1,1
42,s2,S,r1,0.269,1,0
42,s1,S,r1,0.445,1,1
42,s2,S,r1,0.229,1,0
42,s2,S,r2,0.374,1,1
42,s1,S,r2,0.258,0,0
42,s1,S,r2,0.306,0,0
42,s2,S,r2,0.32,1,1
42,s2,S,r2,0.318,1,1
42,s1,S,r2,0.316,0,0
42,s1,S,r1,0.329,1,1
42,s1,S,r1,0.311,1,1
42,s1,S,r1,0.308,1,1
42,s1,S,r1,0.259,1,1
42,s2,S,r1,0.275,1,0
42,s2,S,r2,0.579,1,1
42,s2,S,r1,0.357,0,0
42,s1,S,r1,0.337,0,1
42,s1,S,r1,0.383,1,1
42,s1,S,r1,0.329,1,1
42,s1,S,r1,0.39,1,1
42,s2,S,r2,0.385,1,1
42,s1,S,r1,0.332,1,1
42,s1,S,r1,0.345,1,1
42,s1,S,r2,0.358,0,0
42,s1,S,r2,0.29,1,0
42,s2,S,r2,0.321,1,1
42,s2,S,r2,0.351,1,1
42,s1,S,r2,0.332,0,0
42,s2,S,r2,0.617,0,1
42,s2,S,r2,0.377,0,1
42,s2,S,r2,0.372,1,1
42,s1,S,r1,0.352,1,1
42,s1,S,r1,0.46,1,1
42,s1,S,r1,0.275,1,1
42,s1,S,r1,0.351,1,1
42,s2,S,r2,0.3,1,1
42,s2,S,r2,0.297,1,1
42,s2,S,r2,0.264,1,1
42,s2,S,r2,0.28,1,1
42,s2,S,r2,0.279,1,1
42,s1,S,r1,0.359,1,1
42,s2,S,r2,0.37,0,1
42,s1,S,r2,0.43,0,0
42,s1,S,r2,0.295,0,0
42,s2,S,r2,0.325,1,1
42,s1,S,r1,0.306,1,1
42,s2,S,r2,0.384,1,1
42,s1,S,r1,0.331,1,1
42,s2,S,r2,0.36,1,1
42,s2,S,r2,0.388,1,1
42,s1,S,r1,0.35,1,1
42,s2,S,r1,0.315,0,0
42,s1,S,r1,0.377,1,1
42,s1,S,r1,0.324,1,1
42,s1,S,r1,0.545,0,1
42,s2,S,r2,0.579,1,1
42,s2,S,r1,0.341,0,0
42,s1,S,r1,0.306,1,1
42,s1,S,r1,0.352,1,1
42,s1,S,r2,0.333,0,0
42,s2,S,r2,0.378,0,1
42,s2,S,r2,0.357,1,1
42,s1,S,r1,0.369,1,1
42,s1,S,r1,0.381,1,1
42,s2,S,r1,0.296,0,0
42,s1,S,r1,0.342,1,1
42,s2,S,r2,0.435,1,1
42,s1,S,r1,0.38,0,1
42,s2,S,r2,0.471,0,1
42,s2,S,r2,0.334,1,1
42,s1,S,r1,0.347,1,1
42,s2,S,r2,0.311,1,1
42,s2,S,r2,0.389,1,1
42,s1,S,r1,0.352,1,1
42,s2,S,r2,0.317,1,1
42,s1,S,r1,0.298,1,1
42,s1,S,r2,0.265,0,0
42,s1,S,r1,0.425,0,1
42,s2,S,r2,0.338,1,1
42,s1,S,r1,0.351,1,1
42,s1,S,r1,0.396,0,1
42,s2,S,r2,0.374,1,1
42,s2,S,r1,0.306,0,0
42,s2,S,r2,0.32,1,1
42,s2,S,r2,0.318,1,1
42,s2,S,r2,0.3,1,1
42,s1,S,r2,0.298,0,0
42,s1,S,r1,0.377,1,1
42,s2,S,r2,0.548,1,1
42,s2,S,r2,0.311,1,1
42,s1,S,r1,0.341,1,1
42,s1,S,r1,0.386,1,1
42,s1,S,r1,0.365,1,1
42,s2,S,r2,0.296,1,1
42,s2,S,r2,0.278,1,1
42,s1,S,r1,0.358,1,1
42,s1,S,r1,0.338,1,1
42,s2,S,r1,0.319,0,0
42,s1,S,r1,0.365,1,1
42,s1,S,r2,0.44,0,0
42,s2,S,r2,0.321,1,1
42,s2,S,r2,0.367,1,1
42,s2,S,r2,0.363,0,1
42,s1,S,r1,0.374,1,1
42,s1,S,r1,0.322,0,1
42,s1,S,r1,0.352,1,1
42,s1,S,r1,0.268,1,1
42,s1,S,r1,0.332,1,1
42,s1,S,r1,0.345,1,1
42,s1,S,r1,0.293,1,1
42,s2,S,r2,0.644,1,1
42,s1,S,r1,0.371,1,1
42,s2,S,r2,0.383,1,1
42,s1,S,r1,0.378,0,1
42,s2,S,r1,0.293,1,0
42,s1,S,r1,0.356,1,1
42,s2,S,r2,0.416,1,1
42,s2,S,r2,0.346,0,1
42,s2,S,r2,0.374,0,1
42,s2,S,r2,0.322,1,1
42,s2,S,r2,0.32,1,1
42,s1,S,r1,0.429,1,1
42,s1,S,r1,0.39,0,1
42,s1,S,r1,0.337,1,1
42,s2,S,r2,0.366,1,1
42,s1,S,r2,0.33,0,0
42,s2,S,r2,0.311,0,1
42,s1,S,r1,0.341,1,1
42,s2,S,r2,0.418,1,1
42,s2,S,r2,0.251,1,1
42,s1,S,r1,0.331,1,1
42,s2,S,r2,0.313,1,1
42,s2,S,r2,0.31,1,1
42,s1,S,r2,0.307,0,0
42,s1,S,r1,0.381,1,1
